,adult,id,title,original_language,original_title,overview,popularity,release_date,softcore,video,vote_average,vote_count
8395,False,12589,Jimmy Neutron: Boy Genius,en,Jimmy Neutron: Boy Genius,"Jimmy Neutron is a boy genius and way ahead of his friends, but when it comes to being cool, he's a little behind. All until one day when his parents, and parents all over Earth are kidnapped by aliens, it's up to him to lead all the children of the world to rescue their parents.",5.7852,2001-12-14,False,False,6.114,1034
8396,False,8989,Harry and the Hendersons,en,Harry and the Hendersons,"Returning from a hunting trip in the forest, the Henderson family's car hits an animal in the road. At first they fear it was a man, but when they examine the ""body"" they find it's a ""bigfoot"". They think it's dead so they decide to take it home (there could be some money in this). As you guessed, it isn't dead. Far from being the ferocious monster they fear ""Harry"" to be, he's a friendly giant.",4.9083,1987-06-05,False,False,6.116,767
8397,False,315837,Ghost in the Shell,en,Ghost in the Shell,"In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",12.1097,2017-03-29,False,False,6.113,8727
8398,False,301875,Equals,en,Equals,A futuristic love story set in a world where emotions have been eradicated.,4.4854,2015-07-15,False,False,6.112,1466
8399,False,283378,Fallen,en,Fallen,"Lucinda Price is sent to a reform academy under the assumption that she has killed a boy. There, she meets two mysterious boys, Cam and Daniel, to whom she feels drawn to both. But as the love triangle unfurls, it is Daniel that Luce cannot keep herself away from, and things begin to take a darker turn when she finds out his true identity.",4.5795,2016-11-10,False,False,6.113,1682
8400,False,11858,Renaissance Man,en,Renaissance Man,"An advertising man is slowly sliding downhill. When he is fired from his job in Detroit, he signs up for unemployment. One day they find him a job: teaching thinking skills to Army recruits. He arrives on base to find that there is no structure set up for the class.",3.7951,1994-06-03,False,False,6.113,326
8401,False,10562,Under Suspicion,en,Under Suspicion,"A lawyer is asked to come to the police station to clear up a few loose ends in his witness report of a foul murder. ""This will only take ten minutes"", they say, but it turns out to be one loose end after another, and the ten minutes he is away from his speech become longer and longer.",4.3005,2000-08-24,False,False,6.113,546
8402,False,807339,Apartment 7A,en,Apartment 7A,"A struggling young dancer finds herself drawn in by dark forces when a peculiar, well-connected older couple promise her a shot at fame.",4.6763,2024-09-20,False,False,6.112,421
8403,False,283601,Galveston,en,Galveston,"After a violent encounter, Roy finds Rocky and sees something in her eyes that prompts a fateful decision. He takes her with him as he flees to Galveston, an action as ill-advised as it is inescapable.",3.4162,2018-10-10,False,False,6.112,561
8404,False,21301,Barbershop 2: Back in Business,en,Barbershop 2: Back in Business,"The continuing adventures of the barbers at Calvin's Barbershop. Gina, a stylist at the beauty shop next door, is now trying to cut in on his business. Calvin is again struggling to keep his father's shop and traditions alive--this time against urban developers looking to replace mom & pop establishments with name-brand chains. The world changes, but some things never go out of style--from current events and politics to relationships and love, you can still say anything you want at the barbershop.",3.0004,2004-01-20,False,False,6.112,330
8405,False,12639,Return of the Seven,en,Return of the Seven,"Chico, one of the remaining members of The Magnificent Seven, now lives in the town that they (The Seven) helped. One day someone comes and takes most of the men prisoner. His wife seeks out Chris, the leader of The Seven for help. Chris also meets Vin another member of The Seven. They find four other men and they go to help Chico.",2.4045,1966-10-19,False,False,6.112,316
8406,False,10003,The Saint,en,The Saint,"Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.",7.4525,1997-04-03,False,False,6.113,1295
8407,False,739990,Nightbooks,en,Nightbooks,"Alex, a boy obsessed with scary stories, is trapped by a witch in her modern, magical New York City apartment. His original hair-raising tales are the only thing keeping him safe as he desperately tries to find a way out of this twisted place.",4.2621,2021-09-15,False,False,6.11,444
8408,False,654905,The Beast,it,La Belva,"To rescue his daughter, an unstable Special Forces veteran unleashes his inner beast as he pursues her kidnappers — and soon becomes a suspect himself.",2.7105,2020-11-27,False,False,6.111,305
8409,False,369894,Wakefield,en,Wakefield,A man's nervous breakdown causes him to leave his wife and live in his attic for several months.,4.5644,2017-05-19,False,False,6.111,459
8410,False,291356,In a Valley of Violence,en,In a Valley of Violence,"The story of a drifter named Paul who arrives in a small town seeking revenge on the thugs who murdered his friend. Sisters Mary Anne and Ellen, who run the town's hotel, help Paul in his quest for vengeance.",2.6965,2016-10-21,False,False,6.111,651
8411,False,60304,Hansel & Gretel: Witch Hunters,en,Hansel & Gretel: Witch Hunters,"After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.",9.312,2013-01-17,False,False,6.111,7220
8412,False,12583,Ginger Snaps Back: The Beginning,en,Ginger Snaps Back: The Beginning,"Set in 19th Century Canada, Brigitte and her sister Ginger take refuge in a Traders' Fort which later becomes under siege by some savage werewolves. But when one of the girls is bitten, they have no one to turn to but themselves.",2.1882,2004-07-10,False,False,6.114,317
8413,False,1043905,Dirty Angels,en,Dirty Angels,"During the United States' 2021 withdrawal from Afghanistan, a group of female soldiers posing as medical relief are sent back in to rescue a group of kidnapped teenagers caught between ISIS and the Taliban.",6.4385,2024-12-11,False,False,6.11,410
8414,False,11024,Scooby-Doo 2: Monsters Unleashed,en,Scooby-Doo 2: Monsters Unleashed,"A masked villain wreaks mayhem on the city of Coolsville with a monster machine that creates real-life versions of Mystery Inc.'s former foes like The 10,000 Volt Ghost, The Cotton Candy Glob, The Skelemen and The Pterodactyl Ghost. Fred, Daphne, Shaggy, Velma and Scooby-Doo launch an investigation into the monster outbreak that leaves Shaggy and Scooby questioning their roles in Mystery Inc. Eager to prove their detective skills, the ever-ravenous duo comes up with a secret plan to solve the mystery all by themselves. Can the gang unravel their most challenging case?",4.4725,2004-03-24,False,False,6.11,2982
8415,False,10128,Alien Nation,en,Alien Nation,"A few years from now, Earth will have the first contact with an alien civilization. These aliens, known as Newcomers, slowly begin to be integrated into human society after years of quarantine.",3.5629,1988-10-07,False,False,6.109,348
8416,False,333381,Return to Sender,en,Return to Sender,"A nurse mistakes a stranger who pays her a visit for her blind date and soon, the man rapes her and turns her life upside down. The woman works to reclaim her life and exact revenge on her assailant after he's paroled from prison.",3.7109,2015-05-31,False,False,6.109,1288
8417,False,254904,The November Man,en,The November Man,An ex-CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,6.9604,2014-08-27,False,False,6.109,1640
8418,False,27621,The Cheetah Girls: One World,en,The Cheetah Girls: One World,"Chanel, Dorinda, and Aqua are off to India to star in a Bollywood movie. But when they discover that they will have to compete against each other to get the role in the movie, will the Cheetahs break up again?",2.5062,2008-08-22,False,False,6.109,349
8419,False,14240,Maniac Cop,en,Maniac Cop,A killer dressed in a police uniform begins murdering innocent people on the streets of New York City.,4.4518,1988-05-13,False,False,6.109,546
8420,False,4283,Primeval,en,Primeval,A news team is sent to Burundi to capture and bring home a legendary 25-foot crocodile. Their difficult task turns potentially deadly when a warlord targets them for death.,4.9417,2007-01-12,False,False,6.113,477
8421,False,1159831,The Bride!,en,The Bride!,A lonely Frankenstein travels to 1930s Chicago to ask groundbreaking scientist Dr. Euphronious to create a companion for him. The two revive a murdered young woman and The Bride is born. But what ensues is beyond what either of them imagined.,16.2396,2026-03-04,False,False,6.111,649
8422,False,77944,The Worst Week of My Life,it,La peggior settimana della mia vita,"Seven days before his wedding, a man must contend with a series of never-ending disasters.",0.9313,2011-10-27,False,False,6.108,453
8423,False,10442,So I Married an Axe Murderer,en,So I Married an Axe Murderer,"Just after a bad breakup, Charlie MacKenzie falls for lovely butcher Harriet Michaels and introduces her to his parents. But, as voracious consumers of sensational tabloids, his parents soon come to suspect that Harriet is actually a notorious serial killer -- ""Mrs. X"" -- wanted in connection with a string of bizarre honeymoon killings. Thinking his parents foolish, Charlie proposes to Harriet. But while on his honeymoon with her, he begins to fear they were right.",3.0074,1993-07-30,False,False,6.109,495
